Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,64,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonPressedBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x66, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x66, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,64,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"App.MainWindow.AppWindow.TitleBar.ButtonPressedBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x66, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x66, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,64,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonPressedBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x66, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x66, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,64,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonPressedBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x66, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x66, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,64,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"App.MainWindow.AppWindow.TitleBar.ButtonPressedBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x66, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x66, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,57,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x33, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x33, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,57,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x33, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x33, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,57,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x33, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x33, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,57,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x33, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x33, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,57,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x33, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x33, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,57,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x33, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x33, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,57,12,"M:Windows.UI.Color.FromArgb(System.Byte,System.Byte,System.Byte,System.Byte)",,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverBackgroundColor = theme switch              {                  ElementTheme.Dark => Color.FromArgb(0x33, 0xFF, 0xFF, 0xFF),                  ElementTheme.Light => Color.FromArgb(0x33, 0x00, 0x00, 0x00),                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,50,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverForegroundColor = theme switch              {                  ElementTheme.Dark => Colors.White,                  ElementTheme.Light => Colors.Black,                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,50,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverForegroundColor = theme switch              {                  ElementTheme.Dark => Colors.White,                  ElementTheme.Light => Colors.Black,                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,50,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonHoverForegroundColor = theme switch              {                  ElementTheme.Dark => Colors.White,                  ElementTheme.Light => Colors.Black,                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,43,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonForegroundColor = theme switch              {                  ElementTheme.Dark => Colors.White,                  ElementTheme.Light => Colors.Black,                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,43,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonForegroundColor = theme switch              {                  ElementTheme.Dark => Colors.White,                  ElementTheme.Light => Colors.Black,                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,43,12,T:Windows.UI.Color,,,,,"App.MainWindow.AppWindow.TitleBar.ButtonForegroundColor = theme switch              {                  ElementTheme.Dark => Colors.White,                  ElementTheme.Light => Colors.Black,                  _ => Colors.Transparent              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,35,16,T:Windows.UI.Color,,,,,theme = background == Colors.White ? ElementTheme.Light : ElementTheme.Dark;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,Helpers\TitleBarHelper.cs,33,16,T:Windows.UI.Color,,,,,var background = uiSettings.GetColorValue(UIColorType.Background);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,103,12,P:Microsoft.Extensions.DependencyModel.RuntimeAssetGroup.AssetPaths,,,,,"ReferencedLibraries.Add(new LibraryInfoModel              {                  Name = lib.Name,                  Version = lib.Version,                  Type = lib.Type,                  Path = string.Join("";"", lib.RuntimeAssemblyGroups                      .SelectMany(g => g.AssetPaths))              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,103,12,P:Microsoft.Extensions.DependencyModel.RuntimeLibrary.RuntimeAssemblyGroups,,,,,"ReferencedLibraries.Add(new LibraryInfoModel              {                  Name = lib.Name,                  Version = lib.Version,                  Type = lib.Type,                  Path = string.Join("";"", lib.RuntimeAssemblyGroups                      .SelectMany(g => g.AssetPaths))              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,103,12,P:Microsoft.Extensions.DependencyModel.Library.Type,,,,,"ReferencedLibraries.Add(new LibraryInfoModel              {                  Name = lib.Name,                  Version = lib.Version,                  Type = lib.Type,                  Path = string.Join("";"", lib.RuntimeAssemblyGroups                      .SelectMany(g => g.AssetPaths))              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,103,12,P:Microsoft.Extensions.DependencyModel.Library.Version,,,,,"ReferencedLibraries.Add(new LibraryInfoModel              {                  Name = lib.Name,                  Version = lib.Version,                  Type = lib.Type,                  Path = string.Join("";"", lib.RuntimeAssemblyGroups                      .SelectMany(g => g.AssetPaths))              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,103,12,P:Microsoft.Extensions.DependencyModel.Library.Name,,,,,"ReferencedLibraries.Add(new LibraryInfoModel              {                  Name = lib.Name,                  Version = lib.Version,                  Type = lib.Type,                  Path = string.Join("";"", lib.RuntimeAssemblyGroups                      .SelectMany(g => g.AssetPaths))              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,101,8,P:Microsoft.Extensions.DependencyModel.Library.Name,,,,,"foreach (var lib in context.RuntimeLibraries.OrderBy(l => l.Name))          {              ReferencedLibraries.Add(new LibraryInfoModel              {                  Name = lib.Name,                  Version = lib.Version,                  Type = lib.Type,                  Path = string.Join("";"", lib.RuntimeAssemblyGroups                      .SelectMany(g => g.AssetPaths))              });          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,101,8,P:Microsoft.Extensions.DependencyModel.DependencyContext.RuntimeLibraries,,,,,"foreach (var lib in context.RuntimeLibraries.OrderBy(l => l.Name))          {              ReferencedLibraries.Add(new LibraryInfoModel              {                  Name = lib.Name,                  Version = lib.Version,                  Type = lib.Type,                  Path = string.Join("";"", lib.RuntimeAssemblyGroups                      .SelectMany(g => g.AssetPaths))              });          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,96,8,T:Microsoft.Extensions.DependencyModel.DependencyContext,,,,,var context = DependencyContext.Default;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,96,8,T:Microsoft.Extensions.DependencyModel.DependencyContext,,,,,var context = DependencyContext.Default;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WinUIClassicSamplesBrowser.csproj,File,ViewModels\RuntimeInfoViewModel.cs,96,8,P:Microsoft.Extensions.DependencyModel.DependencyContext.Default,,,,,var context = DependencyContext.Default;
